,id,name,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
5036,3771800,(2017 FQ63),0.0567596853,35692.53182449924,39232283.959075086,25.1,0
5037,54016507,(2020 GN2),0.0450858206,50333.85552557043,42958086.06484037,25.6,0
5038,54068388,(2020 TN6),0.8995803882,62668.479459672,72831478.88073593,19.1,0
5040,54203005,(2021 TM2),0.0820427065,56372.60328672495,46772808.45662091,24.3,0
5042,3137846,(2002 TR67),0.1714115092,39122.038577776664,32121350.957737308,22.7,0
5045,3827337,(2018 RZ2),0.2157943048,53583.32988545902,51410780.831489936,22.2,0
5046,2085640,85640 (1998 OX4),0.358129403,63789.37114286544,34363136.0324011,21.1,1
5047,2387648,387648 (2002 RT25),0.7980681497,51321.4300627722,74781566.89673002,19.36,0
5052,54230077,(2021 XC6),0.0130028927,45652.18615330688,46909005.210632734,28.3,0
5055,2484199,484199 (2006 WS1),0.6516883822,68435.03056247397,53771323.80146633,19.8,0
5057,3347493,(2006 SU217),0.0517654482,31893.131737476968,30810305.359989904,25.3,0
5058,3547677,(2010 ST16),0.130028927,39873.10436468208,22411960.720790945,23.3,0
5059,3602933,(2012 HD20),0.2157943048,22827.865051505636,41994392.858808674,22.2,0
5060,3751827,(2016 GB221),0.2259643771,43324.277808150015,51547590.86425535,22.1,0
5062,54194964,(2021 RV6),0.1563291544,31811.86284299395,35915673.97286543,22.9,0
5063,3727639,(2015 RN83),0.2716689341,50279.3206835345,56673271.77151263,21.7,0
5064,3134259,(2002 QQ40),0.2978790628,51625.93730069201,47447653.961576566,21.5,1
5065,3826811,(2018 PG22),0.3281254972,54356.65615862663,47818533.32014964,21.29,0
5067,2347634,347634 (2001 SW269),0.7145621017,83897.06903021807,58090695.75732138,19.6,0
5070,3137829,(2002 SF),0.5420507863,8575.1118011067,45249212.53207078,20.2,0
5071,3273967,(2005 EQ95),0.1241766613,63605.211262188976,27065115.891861618,23.4,0
5073,3742335,(2016 CZ135),0.4721064988,58303.84042259826,35848082.31667364,20.5,0
5074,3759756,(2016 SR2),0.0342010925,31054.361562212864,30149080.725826304,26.2,0
5075,3771023,(2017 EC3),0.1879489824,40620.43294985604,45375605.846361205,22.5,0
5076,3785687,(2017 TJ2),0.0651688382,48519.60519571103,28544692.651475247,24.8,0
5078,54160402,(2021 LX6),0.2060819612,15680.123708799025,64411245.11280114,22.3,0
5079,54194337,(2021 RK5),0.0755161741,36400.7176977623,17675719.889044087,24.48,0
5080,3136726,(2002 RP137),0.1492931834,26365.453778606727,23443279.510066044,23.0,0
5082,3388311,(2007 TQ24),0.2259643771,58341.116503717945,32693270.281825714,22.1,0
5083,3663467,(2014 EA4),0.6516883822,127104.06237976214,62751413.35802889,19.8,0
5086,3789390,(2017 VU13),0.411187571,70502.207442089,47157766.05747557,20.8,0
5087,2350872,350872 (2002 PG43),1.330576898,13794.835648230699,48359996.26820113,18.25,0
5089,2253062,253062 (2002 TC70),0.3715694322,7960.811473355833,33498840.15118445,21.02,0
5091,3134255,(2002 QH10),0.5176544822,32138.4386396065,14819578.655270336,20.3,0
5093,3137739,(2002 TC60),1.1535594433,59343.6267204912,68353055.66440989,18.56,0
5094,3150776,(2003 EZ16),0.1794898848,26592.816188783534,42456988.67871045,22.6,0
5096,3781886,(2017 SV14),0.130028927,36433.27488739853,32420115.10645761,23.3,0
5098,2154300,154300 (2002 UO),0.7944013596,39946.4081389829,42468091.84508835,19.37,0
5099,2380636,380636 (2004 XN14),0.6699462782,41573.27960552143,42176950.43018854,19.74,1
5100,3557197,(2011 CD22),0.1977151638,70289.39956142048,41073761.09191229,22.39,0
5101,3653047,(2013 US1),0.0450858206,38253.59322622472,36313323.2407173,25.6,0
5103,3831888,(2018 UA1),0.6824015094,54705.952977381276,10536046.212312188,19.7,1
5106,2190491,190491 (2000 FJ10),0.3926810818,28803.123830992357,46729976.050227135,20.9,0
5108,3334818,(2006 KZ86),1.5632915441,64138.5571127346,69025512.55617392,17.9,0
5109,3455137,(2009 FU23),0.5754929116,45314.18204554722,44895303.519573845,20.07,1
5111,2613433,613433 (2006 KZ86),1.3932850552,64138.5569350375,69025512.73569135,18.15,0
5113,3132512,(2002 PC11),0.6516883822,9029.13965918195,53157373.43052648,19.8,0
5114,3137737,(2002 TZ59),0.1425738833,106446.0945762655,2459575.441585168,23.1,0
5115,3402200,(2008 CA22),0.4508582062,82902.4380572408,43182127.41782135,20.6,0
5116,3608667,(2012 RT16),0.0247765013,49685.91982082561,42223839.22465216,26.9,0
5117,3760440,(2016 TL10),0.0206081961,35213.934446995925,33912499.747550435,27.3,0
5123,3454530,(2009 FJ1),0.1425738833,48562.535386965224,35561770.605961956,23.1,0
5124,3673983,(2014 ME18),0.1438931032,18779.252057301066,52650831.6842343,23.08,0
5126,3759280,(2016 RW19),0.3750075218,52625.0246336333,40530469.39823404,21.0,0
5130,3137848,(2002 TH68),0.2978790628,45673.0555227336,25290953.07857449,21.5,0
5132,3745642,(2016 EV28),0.0118587791,79185.29241791433,31599919.832682643,28.5,0
5134,3801939,(2018 EO4),0.1241766613,54207.63456604305,44073056.24721542,23.4,0
5136,54195868,(2021 RE10),0.0933340215,27184.966451606226,41604633.57647451,24.02,0
5137,54251532,(2022 EA3),0.0205135101,32653.810417046083,55350013.75569938,27.31,0
5139,2523654,523654 (2011 SR5),0.4305662442,97203.61963394706,46576141.84816076,20.7,1
5141,3136730,(2002 RB182),0.1425738833,51554.742179522,9753544.864083908,23.1,0
5142,3137727,(2002 TX55),0.1081533507,39086.3370031247,3963220.052556619,23.7,0
5144,3773986,(2017 HJ),0.0185370226,64939.50064950931,33364411.285792243,27.53,0
5145,54087416,(2020 VF),0.0899580388,55991.79660136675,52733107.50466636,24.1,0
5146,2452397,452397 (2002 PD130),0.5675968529,10864.519996659701,57683164.20190521,20.1,0
5149,3137744,(2002 TG66),0.0986370281,43164.6829655249,3749429.639301004,23.9,0
5150,3370498,(2007 EG26),0.0714562102,53464.14784265057,48716514.3789821,24.6,0
5151,3454894,(2009 FY10),0.5675968529,104202.90088026106,63079471.09587085,20.1,0
5152,3471216,(2009 TQ),0.0392681082,32851.4661314314,33388947.46200864,25.9,0
5153,3578980,(2011 SO32),0.3435895754,54919.186418254794,36996266.36409991,21.19,1
5154,3749346,(2016 GD134),0.1185877909,25754.90393633208,34659096.602108456,23.5,0
5157,3883091,(2019 UO7),0.0179489885,32245.219482295026,37160991.14186708,27.6,0
5159,3347502,(2006 TD),0.1968067451,44761.577407474404,32115417.01497246,22.4,0
5160,3562830,(2011 GP59),0.0820427065,38477.152941008375,36487611.5573685,24.3,0
5161,3686281,(2014 QO434),0.4656289548,52748.48017900088,46140124.463234685,20.53,0
5162,3753591,(2016 KL),0.0411187571,52045.680671470276,37113145.94138521,25.8,0
5163,3799748,(2018 DA2),0.130028927,63047.57157328644,54236971.05531127,23.3,0
5166,2053789,53789 (2000 ED104),2.0325441072,79535.18740534846,44772151.20775131,17.33,1
5167,2338292,338292 (2002 UA31),0.933340215,69353.19970208328,41550019.84529747,19.02,0
5168,3251590,(2004 RC80),0.0783501764,46384.0446425018,35969047.276527226,24.4,0
5173,3774371,(2017 HJ49),0.1425738833,65923.12053976266,44037274.26065469,23.1,0
5174,3799712,(2018 DT),0.0225964377,24327.452259674254,45128080.41779049,27.1,0
5175,3838845,(2019 DV),0.1968067451,64194.31590594156,42866701.752545804,22.4,0
5178,3136733,(2002 SN),0.3681628631,13489.9964528967,42517717.56004228,21.04,0
5179,3293790,(2005 TQ45),0.0450858206,53789.09136419322,35553790.60428925,25.6,0
5180,3327141,(2006 EW52),0.1879489824,19215.794694865453,45596426.814721234,22.5,0
5181,3767262,(2017 BL32),0.4721064988,84828.15038884546,46998003.12523857,20.5,0
5182,3767319,(2017 BP91),0.130028927,16193.7655071961,51419959.615248844,23.3,0
5184,2105140,105140 (2000 NL10),4.2270752462,125752.93088669486,67304055.30398935,15.74,0
5185,2483504,483504 (2002 XN14),0.5445527791,46923.593973623334,34875774.461198784,20.19,0
5186,3137732,(2002 TA58),0.0259441818,39418.1495405946,2157699.580945183,26.8,0
5187,3137853,(2002 TZ68),0.0311917671,24741.6660523004,3876786.973485548,26.4,0
5191,3738937,(2015 YU1),0.0639793729,26788.1826189006,34755010.14948833,24.84,0
5192,3758270,(2016 QE45),0.2618424035,48348.10154786027,14474908.558661984,21.78,1
5193,3758924,(2016 RP1),0.411187571,14324.742592077102,57913859.79679797,20.8,0
5194,3760437,(2016 TH10),0.0651688382,59682.334089613054,28239772.95969385,24.8,0
5195,3774372,(2017 HH49),0.1879489824,52348.213695527666,43865522.16782362,22.5,0
5196,3785765,(2017 TG4),0.0859092601,39943.39482106075,41179125.58241327,24.2,0
5197,3873208,(2019 TO),0.2844722965,55857.80817910495,57568322.16568571,21.6,0
5199,3432639,(2008 UR),0.0247765013,30090.50132325887,28656261.920132965,26.9,0
5200,3548531,(2010 TJ54),0.6516883822,20214.720046543553,52233773.063266106,19.8,0
5201,3747494,(2016 ED195),0.9863702813,106940.88239183217,59348676.2040078,18.9,0
5202,3781986,(2017 SD20),0.0358129403,57746.54441779844,43549215.55132359,26.1,0
5204,54099644,(2020 XC4),0.0375007522,22149.805533932045,34449037.03506575,26.0,0
5205,54192188,(2021 RO1),0.1754041962,33289.889571645814,37142857.83988213,22.65,0
5206,2162142,162142 (1998 VR),1.0233871954,59043.791437573935,53424828.2180249,18.82,0
5209,3137844,(2002 TZ66),0.0392681082,31502.285099207802,33363959.744568028,25.9,0
5210,3256583,(2004 TP13),0.1425738833,72292.86492067984,41231821.61724813,23.1,0
5212,3422251,(2008 OX8),0.2844722965,14024.663657753217,46431501.30600148,21.6,0
5213,3432642,(2008 UX),0.411187571,73802.39692662514,47541498.65655778,20.8,0
5215,3749066,(2016 GS2),0.1492931834,46026.3962732137,50044103.68696565,23.0,0
5216,3869323,(2019 SO5),0.1241766613,24194.41671376385,45888133.60556351,23.4,0
5218,54054774,(2020 TK),0.0651688382,65249.58917402234,38028056.243977636,24.8,0
5219,54104897,(2020 XM7),0.1794898848,26216.0723918015,48443492.19006527,22.6,0
5220,54195886,(2021 RL12),0.5521282628,41518.8511821824,74627516.7846818,20.16,0
5221,54203006,(2021 SZ4),0.4808836139,126609.78804194072,67617703.68423685,20.46,1
5222,54248340,(2022 DJ1),0.0181986838,35296.76802245488,40058599.22596873,27.57,0
5223,54255809,(2022 EC6),0.02208208,37846.02575268548,35339579.03919197,27.15,0
5224,2154347,154347 (2002 XK4),3.7673847787,71580.8349236405,55816782.54460572,15.99,0
5225,2159699,159699 (2002 PQ142),1.729975604,83808.95593603555,53652224.29775539,17.68,0
5227,3014153,(1998 QH1),0.4305662442,32681.7370803404,55271707.8875917,20.7,0
5228,3137734,(2002 TD58),0.1425738833,36762.1400862504,16171470.042490084,23.1,0
5231,3725036,(2015 PS),0.411187571,16748.48415474315,33272122.82391778,20.8,0
5233,3136727,(2002 RO137),0.4721064988,18597.86960100915,35307791.13632499,20.5,0
5234,3283571,(2005 NE7),0.9419763057,60837.129164926795,32646377.201350726,19.0,1
5235,3699892,(2014 WZ365),0.0375007522,49409.110892892175,35715669.868006006,26.0,0
5236,3748457,(2016 FC13),0.2259643771,77346.12783996302,50651849.653921545,22.1,0
5238,3771621,(2017 FN1),0.0045085821,61900.76679849086,20934316.278965984,30.6,0
5239,3879166,(2019 TB7),0.0259441818,28555.4086245856,28744327.790498924,26.8,0
5240,54016198,(2020 FD),0.0173796081,52858.893833601476,36535047.83693466,27.67,0
5241,2467335,467335 (2002 JA9),0.9419763057,65457.738300289355,64329790.39278735,19.0,0
5242,2523614,523614 (2006 TH7),0.8995803882,92493.15121049798,59124457.96151872,19.1,0
5243,3290808,(2005 RC34),0.6824015094,48849.18935538168,31500689.547187045,19.7,1
5245,3767264,(2017 BS32),0.0215794305,49775.5534710732,43403329.50737287,27.2,0
5246,3841190,(2019 GC20),0.2157943048,50641.777023384035,53155827.510714695,22.2,0
5247,54053778,(2020 RM1),0.0297879063,56607.99632756953,32647704.70043623,26.5,0
5248,54132438,(2021 FL2),0.0149293183,52230.17951905672,43802059.41733177,28.0,0
5249,2349074,349074 (2007 BM8),1.2247289359,82296.35922266245,70637412.27451067,18.43,0
5251,3137843,(2002 RD27),1.4455728362,45075.9096628636,72796946.11233939,18.07,0
5252,3277815,(2005 JB22),0.0622357573,44455.464227285025,36432433.69125238,24.9,0
5253,3359024,(2006 WB),0.1636967205,34281.285919252856,38842057.39799887,22.8,0
5254,3582667,(2011 UR91),0.0820427065,68542.73916947473,17928550.546771374,24.3,0
5257,2250162,250162 (2002 TY57),0.7482383761,646.3202394239667,48218396.33416515,19.5,0
5259,3147579,(2003 CA4),0.1132504611,26515.766947841734,26198578.886616703,23.6,0
5260,3785758,(2017 TW3),0.2844722965,40999.1503635146,54397343.33586338,21.6,0
5261,3989220,(2020 BV9),0.0358129403,32234.75709667465,32134778.928371567,26.1,0
5265,2488615,488615 (2002 SR),0.2910985075,31574.658157820813,46966819.93958565,21.55,0
5266,3136735,(2002 SQ),0.7145621017,48596.20471077128,38501239.1323875,19.6,0
5267,3137852,(2002 TA69),1.3615700154,95375.3658008825,31056613.719194457,18.2,0
5269,3581507,(2011 TC4),0.4943561926,90504.43234590949,41142351.619137235,20.4,1
5271,3752009,(2016 GT221),0.130028927,24426.512198874334,50185916.13724246,23.3,0
5272,3761397,(2016 UX5),0.0297879063,25780.470046177023,20251579.72593219,26.5,0
5273,3786452,(2017 TM6),0.130028927,46698.35550502862,32412022.776374735,23.3,0
5274,3836892,(2018 XC4),0.0326617897,33819.78266199263,38561284.17407309,26.3,0
5277,54200447,(2021 SH2),0.1361570015,49821.06838659355,36299690.108198166,23.2,0
5280,2612472,612472 (2002 SQ),0.6252302454,48596.20478915973,38501239.14734728,19.89,0
5282,3180147,(2004 HQ1),0.1425738833,41788.80116470536,39413076.922481,23.1,0
5283,3354740,(2006 UL185),0.3266178974,61028.85152462589,44872188.75451966,21.3,0
5286,3746625,(2016 EJ156),0.0411187571,27292.416702644576,41212881.414895296,25.8,0
5289,3873319,(2019 TW),0.0171411509,19291.2083648167,36988431.20308494,27.7,0
5290,54076351,(2020 UT4),0.0134908707,68907.08355815844,34288022.93771861,28.22,0
5291,2256004,256004 (2006 UP),0.1492931834,12221.571097073078,23191365.253984205,23.0,0
5292,3137864,(2002 TS69),0.0783501764,27336.306779165698,40180019.54303888,24.4,0
5293,3137865,(2002 TB70),0.2844722965,35565.27083579422,42664422.409193605,21.6,1
5294,3163752,(2003 UL9),0.1968067451,108524.5519067712,21708302.13346332,22.4,0
5296,3578559,(2011 SF3),0.4305662442,39551.665221435534,29852540.500941064,20.7,0
5298,3785932,(2017 TZ5),0.0259441818,59483.57687906691,45615701.08906416,26.8,0
5299,3837780,(2019 AP8),0.0820427065,9313.4816426773,25287757.634411775,24.3,0
5300,3873202,(2019 TJ),0.1185877909,64567.34723872523,35856834.82928053,23.5,0
5301,54017377,(2020 LG),0.0748238376,45923.66142775101,46478718.15615991,24.5,0
5302,54051305,(2020 QP3),0.1714115092,16348.2004021496,25106605.440987617,22.7,0
5303,2163412,163412 (2002 RV25),2.118556149,74082.6415445915,25286079.83072063,17.24,0
5305,3787067,(2017 UQ),0.2366137501,48394.57054311208,47274782.743286476,22.0,0
5307,2220124,220124 (2002 TE66),1.1804292945,93680.4878117742,45249821.66467785,18.51,0
5311,3383669,(2007 RH1),0.1794898848,12880.995964159149,43892676.70319939,22.6,0
5313,3608785,(2012 SL8),0.411187571,68330.00391619359,47116880.06534174,20.8,0
5314,3611402,(2012 TR231),0.0986370281,77786.52562663633,54113731.19986136,23.9,0
5317,3841189,(2019 GY19),0.2535362011,16173.486990617681,48337758.36530818,21.85,0
5318,54102022,(2020 YQ3),0.5943468684,57720.131517939364,30246898.91173205,20.0,1
5319,54134551,(2020 US50),0.1253256538,23662.5504455416,37020177.34762992,23.38,0
5320,54208627,(2021 TA13),0.130028927,54256.19439226116,46379672.54798818,23.3,0
5322,3656929,(2014 BG25),0.0517654482,34249.25751365375,36232138.30512826,25.3,0
5323,3787093,(2017 UN1),0.0651688382,47284.4561660708,27044434.62295617,24.8,0
5324,3840727,(2019 FQ1),0.0215794305,60938.878977716195,56604803.472515,27.2,0
5326,2142464,142464 (2002 TC9),1.30028927,36580.464805227086,52564766.04210873,18.3,0
5327,2496981,496981 (2002 RP28),0.3266178974,22632.5869851865,16546826.56673984,21.3,0
5328,3137721,(2002 SQ41),0.5675968529,90954.6265417662,12273165.360177344,20.1,1
5329,3275978,(2005 GR33),0.2157943048,73605.3718536741,50594415.73095553,22.2,0
5330,3293284,(2005 TH45),0.0326617897,75820.593233574,28720042.612972572,26.3,0
5331,3358690,(2006 VB45),0.0682401509,35084.5937898408,41470036.8709987,24.7,0
5333,3678611,(2014 OA339),0.0820427065,28362.843723060945,32501564.403500047,24.3,0
5334,3692745,(2014 TG17),0.2060819612,37464.990371855114,22940416.647665285,22.3,0
5335,3694529,(2014 UN114),0.0748238376,30721.543086400212,32007895.198437545,24.5,0
5336,3799711,(2018 DS),0.0567596853,28278.44676997785,26807359.994164072,25.1,0
5337,3843127,(2019 NZ1),0.0682401509,14296.848136374882,48862817.276109815,24.7,0
5338,54048892,(2020 OM1),0.3926810818,41572.13325946488,55200505.601204224,20.9,1
5339,54135429,(2021 GW3),0.0122472894,29412.52963833897,37771246.45933885,28.43,0
5340,54216369,(2021 VT3),0.0517654482,43381.41951010094,39954865.66410889,25.3,0
5341,54252594,(2022 EY3),0.0171411509,25040.919186544026,25629702.592641108,27.7,0
5342,2155336,155336 (2006 GA1),1.30028927,81082.24219008791,50818144.61716548,18.3,0
5343,2416195,416195 (2002 TR190),0.8054525833,57100.52856643244,44405717.18666144,19.34,1
5344,2462959,462959 (2011 DU),0.3597824532,47845.4553093984,41311905.988983184,21.09,1
5345,3363347,(2006 XX),0.1241766613,38641.190456067736,29162328.900131613,23.4,0
5346,3388356,(2007 TF68),0.1714115092,51309.390894730284,43173335.829627484,22.7,0
5348,3662633,(2014 DE23),0.0682401509,38317.00967507148,42984829.836129986,24.7,0
5349,3714458,(2015 FW117),0.1714115092,75611.23241560027,42731211.765359804,22.7,0
5350,3739077,(2015 YO10),0.0284472297,27105.547733580384,39859511.993240066,26.6,0
5351,3785933,(2017 UA),0.0118587791,40067.40829248176,41283691.53046657,28.5,0
5352,3840696,(2019 FV),0.0941976306,27908.32563024515,46064584.98636531,24.0,0
5353,3150196,(2003 DF16),0.580817882,54191.17883639411,50354099.859613925,20.05,0
5355,3472374,(2009 UX19),0.9863702813,77063.79438632914,56213373.4108933,18.9,0
5356,3712671,(2015 DO215),0.0284472297,27324.682904226964,40303457.72282168,26.6,0
5357,3740897,(2016 BC14),0.3926810818,31253.668353784025,33817692.84735069,20.9,1
5359,3774725,(2017 KU4),0.1032856481,33337.04076893146,34416646.061867274,23.8,0
5360,3788023,(2017 UJ5),0.0682401509,24339.97737515705,16660758.853432503,24.7,0
5361,3843090,(2019 MS3),0.5176544822,52607.955967716596,35462321.08354122,20.3,1
5362,54017254,(2020 KF5),0.0078350176,65513.33184841956,37832172.47741936,29.4,0
5363,54203004,(2021 TL2),0.0776318577,25690.82344784725,25950583.568643022,24.42,0
5364,2099907,99907 (1989 VA),1.54184238,79729.21647455462,40561731.08254351,17.93,0
5365,2164121,164121 (2003 YT1),3.4043952726,92429.3037831786,21519630.20239313,16.21,1
5366,2230420,230420 (2002 PP6),0.9863702813,60796.89801004715,40465471.94114559,18.9,0
5367,3137851,(2002 TB69),0.9863702813,71773.0248277825,53450468.86110372,18.9,0
5368,3414431,(2008 NX),0.0567596853,23908.518828019573,43582233.89800701,25.1,0
5369,3551474,(2010 VJ139),0.2355266087,50853.017983143596,40705834.01034944,22.01,0
5371,3735392,(2015 WA1),0.2594418179,37128.87837271432,49617602.07195509,21.8,0
5373,3837956,(2019 BC1),0.5176544822,58055.62524081697,46372111.2523032,20.3,1
5374,54055041,(2020 TK1),0.1492931834,30269.131515960235,38960519.93205577,23.0,0
5375,54203705,(2021 TV3),0.0809170384,62140.01185908266,36072291.98658142,24.33,0
5376,3484142,(2002 NE71),0.8590926012,59724.8091208961,32869720.35613944,19.2,0
5378,3471589,(2009 UG),0.130028927,53268.56558927443,46127963.1487362,23.3,0
5381,3764729,(2016 WD7),0.0206081961,23025.17242976536,46010189.09399664,27.3,0
5382,3825017,(2018 KC2),0.1636967205,26711.750586921702,33576462.249191105,22.8,0
5383,2141484,141484 (2002 DB4),3.1771665298,60327.745422759515,48670836.215720914,16.36,0
5384,2306383,306383 (1993 VD),0.303417048,57859.27839006638,37227963.32846567,21.46,1
5385,3141523,(2002 UL11),0.358129403,20089.6712435306,44960336.23266082,21.1,0
5386,3367899,(2007 CL26),0.1132504611,41798.167190327295,39194855.661501005,23.6,0
5387,3605306,(2012 KC45),0.0078350176,28711.556851428624,42472029.59477247,29.4,0
5389,3712626,(2015 DG200),0.2157943048,57784.4330798232,39757017.110470355,22.2,0
5390,3844028,(2019 SR3),0.459240286,67009.2986152879,68975784.63844849,20.56,0
5391,54133142,(2021 FL3),0.1180429295,56576.17478764765,32371600.89512932,23.51,0
5393,2495168,495168 (2012 HC34),0.5176544822,70884.94396256244,67483285.16104406,20.3,0
5395,3719082,(2015 JD),0.0472106499,32930.61565665395,35895826.35969913,25.5,0
5397,3879273,(2019 UR1),0.0411187571,42607.8998319659,36015260.16790019,25.8,0
5403,54053782,(2020 RQ1),0.130028927,52269.9406279178,26790480.266230516,23.3,0
5404,2035396,35396 (1997 XF11),2.3229506246,58715.6367995849,35490858.833235875,17.04,1
5405,2481989,481989 (2009 QB35),0.6223575734,36517.0579105919,52061253.87494375,19.9,0
5406,3645651,(2013 PA39),0.0375007522,33155.32406941211,46023476.69345886,26.0,0
5407,3682467,(2014 QJ33),0.1081533507,39829.8306148527,45989856.12998885,23.7,0
5409,3780731,(2017 PS30),0.7551617405,24710.506261989853,50062497.744894594,19.48,0
5410,3781990,(2017 SE20),0.0156329154,52194.31990896801,45912248.22597543,27.9,0
5411,3788120,(2017 UB8),0.1636967205,63007.39582050184,45796885.634630546,22.8,0
5413,54104721,(2021 AC2),0.0157050737,36762.30012511043,37134975.37596399,27.89,0
5416,3695816,(2014 UT192),0.7145621017,84609.62411472754,50382446.602748156,19.6,0
5417,3762435,(2016 VA),0.0179489885,82616.46326627531,37268538.15763432,27.6,0
5418,3835500,(2018 UX1),0.0941976306,38434.546239002724,23914032.254808135,24.0,0
5419,3878577,(2019 TF2),0.0326617897,25839.708434861677,31401278.895902853,26.3,0
5422,2434196,434196 (2003 HG2),0.3266178974,42792.56146522704,33320826.26052327,21.3,1
5423,3141528,(2002 UV36),0.0297879063,29235.5179427905,2407511.463360974,26.5,0
5424,3141532,(2002 VQ14),0.358129403,15792.8916442896,43774411.32542201,21.1,0
5425,3141536,(2002 VU17),0.0622357573,40790.4311541794,4725635.59639401,24.9,0
5426,3358114,(2006 VA2),0.3926810818,47498.74245731822,57829736.8102794,20.9,0
5427,3441023,(2008 XF),0.1241766613,25935.087091493224,40843870.80735797,23.4,0
5429,3614980,(2012 UR158),0.4305662442,98876.36240443848,36279175.6562931,20.7,1
5430,3633049,(2013 FY7),0.1879489824,38496.394901014704,48100298.77211377,22.5,0
5431,3660383,(2014 CE),0.0247765013,56397.83201474421,23310279.19013929,26.9,0
5433,3765702,(2016 XE18),0.0517654482,34587.97588169597,34414891.64358604,25.3,0
5438,54055071,(2020 TY1),0.1729975604,59231.89892181647,23972989.962184902,22.68,0
5440,2154276,154276 (2002 SY50),1.8282685088,83616.47147842776,44606313.56519596,17.56,1
5442,3133150,(2002 PG80),1.1858779086,31178.7996122786,54754544.80472792,18.5,0
5447,54016280,(2020 FH2),0.358129403,57324.55015129445,38577500.82788046,21.1,1
5448,54110065,(2021 CD1),0.0887237683,65856.25999488133,48535783.251452066,24.13,0
5449,54137512,(2021 GV12),0.1419188158,42910.012400817206,44186207.25788126,23.11,0
5450,54269713,(2022 GC3),0.0107656431,35182.93651737243,38032483.12704977,28.71,0
5451,2381989,381989 (2010 HR80),0.6281161771,81478.04173068477,50757440.02229986,19.88,0
5454,3263448,(2004 XK14),0.1968067451,59712.297736462286,44662475.06398564,22.4,0
5456,3588899,(2011 WC39),0.1563291544,26988.894896822134,27354252.890493024,22.9,0
5457,3618025,(2012 VF82),0.411187571,54213.00508885215,48842176.880251296,20.8,0
5458,3653651,(2013 VA12),0.1714115092,54551.47164927338,30696583.000061274,22.7,0
5459,3672960,(2014 KP84),0.4149922428,56287.8293524092,37453085.28398084,20.78,1
5463,3354737,(2006 UF185),0.2978790628,93987.01534145283,53213372.599420756,21.5,0
5464,3536586,(2010 LU134),0.7145621017,83166.0786498821,62456514.1660939,19.6,0
5465,54017196,(2020 KO3),0.5420507863,70114.8358726985,51026461.98112731,20.2,1
5466,54147138,(2021 KQ1),0.0155610887,46048.12621897217,34572065.59447968,27.91,0
5468,3151644,(2003 FU3),0.3564839479,62140.879400707716,48192620.72160842,21.11,0
5469,3388488,(2007 UH),0.2366137501,58159.487276459695,46281861.750554994,22.0,0
5470,3653255,(2013 UN5),0.1361570015,34631.93987013105,30945219.592243046,23.2,0
5471,54016919,(2020 HT9),0.2594418179,74430.29141569727,53248844.12312448,21.8,0
5472,54053930,(2020 RU3),0.3420109247,19876.4230277165,60763126.199120745,21.2,0
5473,54105986,(2021 AP6),0.0267941497,35273.23928708797,41828401.45956254,26.73,0
5475,2010302,10302 (1989 ML),0.7379721607,19764.025282772185,56174858.60749763,19.53,0
5476,2053409,53409 (1999 LU7),1.0915408131,77266.9745422344,39588047.551983766,18.68,0
5479,3703541,(2015 AD44),0.1185877909,14681.373029036477,26390038.142653804,23.5,0
5482,3788135,(2017 UV42),0.3266178974,102717.05706996155,58784608.686190695,21.3,0
5484,3841184,(2019 GW19),0.2157943048,60950.445306137655,66295888.58974572,22.2,0
5486,3879228,(2019 UL),0.0089958039,32224.80106605512,34685940.09816395,29.1,0
5487,3883098,(2019 UV7),0.2716689341,62241.7024529743,63966656.67274722,21.7,0
5488,3986698,(2020 BB),0.0113250461,29049.60761847027,49372734.07430171,28.6,0
5489,54087731,(2020 VO2),0.0284472297,46675.71316417515,38252603.77738011,26.6,0
5490,2455322,455322 (2002 NX18),2.0325441072,37383.7285745831,29223317.58309767,17.33,0
5492,3512284,(2010 FT),0.0430566244,38215.60268075364,39139688.60981489,25.7,0
5493,3520758,(2010 HX107),0.1132504611,41129.85919308264,44375681.205572195,23.6,0
5494,3552164,(2010 WC),0.0517654482,53765.4250633877,42942656.319871716,25.3,0
5497,54139081,(2021 HQ1),0.0319183166,28721.234598159772,50258678.9490617,26.35,0
5498,2507355,507355 (2011 VV5),0.8872376825,62741.01252428593,68044337.46647227,19.13,0
5499,3137689,(2002 QE47),0.2157943048,8564.53925558085,35848327.988789044,22.2,0
5503,54143414,(2021 JY),0.8995803882,76452.05627591947,38564530.25123775,19.1,1
5504,2370307,370307 (2002 RH52),2.523713081,39407.352345423824,52751223.7667347,16.86,0
5505,3141525,(2002 UQ12),0.2157943048,96997.24284061218,33077802.13960884,22.2,0
5506,3143141,(2002 XO1),0.4305662442,17531.6728548479,35147020.79624052,20.7,0
5507,3351835,(2006 UF17),0.2844722965,112933.44035980894,43113513.8311533,21.6,1
5508,3520762,(2010 JM41),0.3926810818,59629.28478655722,51784942.417820096,20.9,0
5510,54157349,(2021 LQ2),0.3133574171,53148.9894675518,48455721.843364045,21.39,0
5511,3581506,(2011 TB4),0.0494356193,45683.5844248027,13323584.87580504,25.4,0
5512,3601673,(2012 FT35),0.008590926,34339.79011925093,37055025.95221753,29.2,0
